State,City,Scale_of_Operation,Monthly_Production_Tons,Machine_Utilization_Pct,Skilled_Labor_Pct,Transport_Cost_Rs_per_Ton,Quality_Rejection_Rate_Pct,Avg_Selling_Price_Rs_sqm,Net_Profit_Margin_Pct,Profitability_Class
Karnataka,Bengaluru,Medium,2738.95,86.79,68.42,1360.11,1.73,2442.56,17.575,High
Karnataka,Chitradurga,Small,1703.15,80.58,77.52,1088.76,4.95,2338.74,17.563,High
Telangana,Hyderabad,Large,3985.4,79.8,79.57,1531.39,4.06,2060.1,16.5,High
Telangana,Khammam,Medium,2165.75,87.42,71.15,1157.89,3.4,1879.37,16.283,High
Tamil Nadu,Madurai,Small,2082.01,75.07,46.78,1040.34,9.94,2008.85,13.838,Medium
Tamil Nadu,Madurai,Large,5587.27,74.92,57.23,1123.94,5.22,2351.34,23.697,High
Telangana,Nizamabad,Small,765.89,79.22,51.83,2175.97,6.92,1470.9,5.025,Low
Gujarat,Ahmedabad,Small,1237.01,56.19,61.96,1324.89,10.34,1588.89,5.907,Low
Rajasthan,Udaipur,Large,5058.34,66.1,57.73,2093.18,4.9,2018.4,16.175,High
Andhra Pradesh,Ongole,Small,1565.69,75.66,68.01,2066.73,8.86,1926.47,10.524,Medium
Rajasthan,Jodhpur,Medium,2452.89,80.42,48.93,1709.17,7.64,1974.29,12.301,High
Karnataka,Chitradurga,Small,1518.88,81.95,32.29,1171.73,8.62,2005.1,10.825,Medium
Rajasthan,Jodhpur,Small,1599.58,68.48,68.46,,5.76,2409.35,13.841,Medium
Tamil Nadu,Krishnagiri,Small,1502.8,93.69,55.81,2191.55,4.53,2537.05,19.236,High
Karnataka,Hassan,Medium,3039.78,53.07,54.76,819.72,7.98,2062.89,9.603,Medium
Karnataka,Hassan,Medium,2840.61,70.86,34.85,1045.67,3.52,2363.07,17.504,High
Rajasthan,Makrana,Small,1085.69,84.06,69.05,1395.07,9.51,2461.71,12.605,Medium
Karnataka,Bengaluru,Small,1351.59,92.91,92.0,1443.41,11.83,2624.71,16.01,High
Telangana,Nizamabad,Large,3916.58,97.02,75.89,2141.07,4.03,1750.41,17.3,High
Rajasthan,Udaipur,Large,5114.43,69.71,54.1,2425.86,7.07,1993.09,20.083,High
Tamil Nadu,Chennai,Medium,3263.09,76.6,55.06,2125.19,5.71,2491.81,16.982,High
Karnataka,Bengaluru,Large,4680.9,80.49,73.39,1794.44,3.6,2403.34,21.54,High
Telangana,Warangal,Medium,1743.96,72.21,67.34,2271.86,10.58,2340.31,8.374,Medium
Andhra Pradesh,Kadapa,Small,1244.43,94.77,37.89,2007.98,10.93,2145.7,8.227,Medium
Telangana,Warangal,Small,1815.68,98.0,43.65,1224.88,7.75,1563.24,6.803,Low
Tamil Nadu,Krishnagiri,Small,1793.85,81.86,46.03,1530.47,10.8,2321.65,12.368,Medium
Tamil Nadu,Dharmapuri,Large,5441.36,52.44,64.83,1436.89,9.0,2326.09,18.826,High
Karnataka,Chitradurga,Medium,2818.0,52.72,58.38,1471.65,5.24,2534.87,13.419,Medium
Rajasthan,Jodhpur,Medium,3179.58,73.18,69.87,1788.11,9.32,2097.68,16.755,High
Tamil Nadu,Salem,Small,1636.91,82.49,58.86,827.83,3.96,2768.08,16.557,High
Rajasthan,Jodhpur,Medium,2427.59,69.42,71.03,2323.58,3.8,2331.5,15.086,Medium
Telangana,Hyderabad,Medium,1948.45,71.88,54.08,1749.59,5.59,1912.48,8.388,Medium
Telangana,Hyderabad,Large,4248.26,94.89,41.89,1864.83,6.81,1883.57,16.824,High
Rajasthan,Jodhpur,Small,1628.03,67.75,67.21,1630.76,7.45,2460.0,10.892,Medium
Karnataka,Mysuru,Medium,2352.72,91.66,63.12,1174.8,6.78,2296.92,20.726,High
Tamil Nadu,Chennai,Small,2018.45,71.07,59.38,,7.67,2505.15,13.439,Medium
Rajasthan,Jodhpur,Medium,2517.71,86.67,69.24,1670.33,8.9,2194.48,17.544,High
Andhra Pradesh,Guntur,Medium,1689.71,76.87,58.49,2417.62,7.6,1942.05,9.321,Medium
Gujarat,Rajkot,Small,1640.83,86.26,26.39,2235.53,,1692.59,2.035,High
Gujarat,Surat,Medium,2013.65,98.0,51.58,1496.33,4.73,1378.5,12.26,Medium
Tamil Nadu,Madurai,Small,1815.92,84.48,48.43,2251.33,6.96,2268.51,11.112,Medium
Andhra Pradesh,Ongole,Large,4963.75,93.79,66.29,1652.64,2.59,1970.8,24.868,High
Tamil Nadu,Krishnagiri,Small,1513.01,69.65,51.75,1628.31,6.85,2211.34,12.971,Medium
Gujarat,Vadodara,Medium,2185.6,62.22,57.36,1981.11,2.55,2121.72,9.665,Medium
Andhra Pradesh,Kurnool,Large,5072.37,60.73,92.0,1827.17,6.59,1901.96,13.362,Medium
Tamil Nadu,Krishnagiri,Small,1438.17,61.55,57.72,1967.19,3.38,2613.66,13.958,Medium
Telangana,Hyderabad,Medium,2850.87,94.2,69.23,2190.88,2.45,1836.2,16.973,High
Telangana,Warangal,Medium,1968.97,72.38,49.79,2688.73,5.24,1791.51,7.6,Low
Andhra Pradesh,Kadapa,Small,1349.93,70.87,72.91,1861.33,10.38,1976.94,9.105,Medium
Telangana,Warangal,Medium,1906.94,77.34,52.95,2519.55,6.23,1612.98,9.765,Medium
Rajasthan,Makrana,Medium,3129.02,77.11,52.98,1939.08,9.23,2289.79,16.558,High
Telangana,Nizamabad,Large,4062.24,84.23,40.71,2427.35,6.95,1519.21,10.049,Medium
Rajasthan,Kishangarh,Large,4882.49,80.15,77.08,2405.81,10.98,2082.12,20.504,High
Rajasthan,Kishangarh,Medium,2587.02,88.37,70.49,2315.51,5.93,1841.31,17.785,High
Telangana,Hyderabad,Medium,1979.52,62.48,74.11,1765.15,11.96,1841.76,6.351,Low
Rajasthan,Udaipur,Large,4645.92,75.39,37.86,1768.11,,1706.69,11.866,Medium
Telangana,Nizamabad,Medium,2448.28,91.57,73.05,2137.19,7.01,2069.56,12.439,Medium
Rajasthan,Makrana,Small,1637.16,84.34,52.95,2050.16,9.57,2461.53,11.143,Medium
Andhra Pradesh,Kadapa,Medium,2480.56,77.37,43.51,1793.13,7.55,2224.02,8.557,Medium
Karnataka,Hassan,Large,5028.42,76.5,92.0,1180.38,1.83,2891.08,26.634,High
Andhra Pradesh,Ongole,Medium,2415.78,77.74,83.16,2071.82,6.14,1875.93,12.553,Medium
Telangana,Karimnagar,Medium,1904.96,68.41,62.29,2195.04,2.5,1990.91,12.185,Medium
Tamil Nadu,Krishnagiri,Small,1665.87,83.62,54.48,998.42,7.01,2281.61,14.76,Medium
Karnataka,Ramanagara,Large,5179.32,98.0,86.67,1961.69,4.53,2170.89,24.747,High
Tamil Nadu,Dharmapuri,Medium,3272.49,69.62,50.76,1350.07,4.55,2315.15,18.644,High
Tamil Nadu,Salem,Medium,3084.95,98.0,92.0,1571.67,7.74,2625.99,25.036,High
Tamil Nadu,Chennai,Small,1199.66,59.89,47.77,1909.89,7.72,2262.68,11.413,Medium
Karnataka,Bengaluru,Small,1563.95,71.86,64.89,2224.17,3.44,2504.39,11.865,Medium
Karnataka,Ramanagara,Medium,3022.58,67.98,69.4,1289.2,6.76,2236.28,14.224,Medium
Rajasthan,Jaipur,Large,5362.23,78.57,50.49,1767.55,4.87,1943.23,17.611,High
Rajasthan,Kishangarh,Small,1090.71,90.79,45.89,2306.51,10.88,2075.2,13.589,Medium
Telangana,Khammam,Small,1265.28,83.91,66.47,2518.49,7.56,2031.95,7.134,Low
Gujarat,Bhavnagar,Small,1533.2,65.64,45.15,1867.41,2.44,1869.75,7.742,Low
Tamil Nadu,Chennai,Small,1638.65,75.21,76.94,1647.84,11.65,2505.31,12.016,Medium
Karnataka,Chitradurga,Small,1468.4,81.82,58.2,2548.28,10.85,2244.72,12.231,Medium
Rajasthan,Makrana,Medium,2350.61,78.87,43.09,2253.05,6.14,2417.71,11.794,Medium
Rajasthan,Jodhpur,Large,5271.79,93.95,68.52,2239.75,2.63,2171.35,23.684,High
Andhra Pradesh,Guntur,Small,890.82,75.32,45.6,1969.31,10.25,1875.63,4.826,Low
Telangana,Nizamabad,Medium,2391.34,89.41,45.73,940.68,7.35,1851.04,10.915,Medium
Tamil Nadu,Salem,Small,1604.07,73.5,58.99,1640.91,6.26,2244.48,13.761,Medium
Rajasthan,Kishangarh,Small,1206.22,63.13,31.85,1531.93,8.37,1884.27,5.763,Low
Gujarat,Vadodara,Small,1187.13,68.13,62.67,1885.79,2.54,1942.56,6.516,Low
Andhra Pradesh,Kurnool,Medium,2366.43,95.9,46.48,2265.45,1.93,1765.52,13.225,Medium
Gujarat,Bhavnagar,Small,1173.41,58.81,44.5,1182.63,6.39,1549.2,4.799,Low
Rajasthan,Udaipur,Medium,2499.3,76.4,62.64,1978.26,6.67,1802.99,8.929,Medium
Karnataka,Mysuru,Small,1685.31,81.31,73.17,2128.66,5.11,2605.67,16.156,Low
Andhra Pradesh,Kurnool,Small,1318.43,63.14,32.55,2351.83,12.35,1331.1,1.5,Low
Tamil Nadu,Krishnagiri,Small,2178.61,80.73,44.38,1596.46,6.68,2211.38,14.321,Medium
Tamil Nadu,Chennai,Large,5317.46,65.16,72.16,1929.11,3.74,2248.81,25.339,High
Andhra Pradesh,Ongole,Medium,2710.97,63.28,56.51,1222.53,8.38,2263.39,10.867,Medium
Karnataka,Ramanagara,Large,5355.83,92.47,65.73,2179.43,3.78,2755.3,23.814,High
Rajasthan,Jaipur,Small,1771.67,59.56,42.79,1898.3,7.84,2381.13,6.64,Low
Rajasthan,Makrana,Small,1924.68,81.07,56.6,1762.0,8.66,2033.89,11.736,Medium
Tamil Nadu,Salem,Small,1194.08,87.74,23.42,936.06,14.3,2448.22,7.229,Low
Tamil Nadu,Chennai,Small,1890.66,88.66,67.05,2256.12,9.68,2354.77,17.118,High
Tamil Nadu,Madurai,Medium,2915.1,76.95,58.74,1983.85,5.91,2494.23,14.834,Medium
Telangana,Nizamabad,Small,1272.35,65.31,85.35,1747.55,13.03,2045.01,7.803,Low
Gujarat,Vadodara,Small,1826.1,65.93,44.7,837.12,6.26,1643.58,9.516,Medium
Rajasthan,Udaipur,Medium,2729.9,70.49,74.36,2743.62,11.04,2011.57,12.412,Medium
Karnataka,Bengaluru,Medium,3233.05,36.28,49.41,1502.2,6.47,2270.88,10.262,Medium
Tamil Nadu,Dharmapuri,Large,5174.63,84.64,66.91,1587.82,6.96,2510.36,23.291,High
Tamil Nadu,Krishnagiri,Small,2146.31,74.88,36.87,2007.42,5.76,2183.96,14.644,High
Karnataka,Ramanagara,Medium,2986.3,74.4,51.62,1174.86,2.88,2575.25,16.641,High
Tamil Nadu,Salem,Small,1595.19,69.27,38.25,1317.82,6.85,2034.6,14.249,Medium
Telangana,Nizamabad,Large,3571.89,83.98,71.8,2403.19,5.64,1671.04,16.293,High
Telangana,Khammam,Medium,2234.07,78.21,85.38,1891.07,4.78,1804.28,6.742721972423741,Medium
Rajasthan,Jodhpur,Medium,2463.14,59.88,59.89,1799.05,4.7,1884.86,14.526,Medium
Gujarat,Rajkot,Small,1713.83,79.21,81.85,1837.85,4.69,1738.79,11.525,High
Andhra Pradesh,Kadapa,Medium,2612.27,72.72,64.92,2151.66,5.1,2015.77,12.301,Medium
Andhra Pradesh,Kadapa,Small,1422.74,54.99,45.04,869.86,4.02,1645.72,7.222,Low
Karnataka,Bengaluru,Medium,2879.35,82.16,90.36,1886.27,10.14,2540.89,17.095,High
Tamil Nadu,Krishnagiri,Large,5097.67,77.29,78.81,1337.91,5.05,2812.04,22.621,High
Telangana,Hyderabad,Large,4879.19,93.02,46.82,2125.57,6.44,2084.95,15.119,Medium
Telangana,Warangal,Medium,3001.22,70.45,54.97,1959.58,4.47,1429.65,9.822,Medium
Tamil Nadu,Madurai,Large,5557.69,56.98,82.65,1817.83,4.29,2731.77,21.206,High
Rajasthan,Makrana,Small,2069.19,79.85,58.94,2141.46,8.57,2187.92,10.335,Medium
Andhra Pradesh,Kadapa,Large,4516.23,83.33,81.51,1264.82,15.2,1954.72,17.837,High
Tamil Nadu,Krishnagiri,Medium,3464.51,92.65,72.45,1158.4,0.93,2632.77,26.739,High
Telangana,Hyderabad,Medium,2430.8,87.96,49.95,1838.97,4.05,1722.4,15.854,Medium
Tamil Nadu,Krishnagiri,Large,5364.61,97.43,68.95,2121.48,1.78,2857.76,27.501,High
Tamil Nadu,Krishnagiri,Large,5342.83,92.25,73.08,2045.91,6.96,2679.02,21.3,High
Andhra Pradesh,Kurnool,Small,1502.6,64.22,47.72,1421.22,8.15,2080.48,10.862,Medium
Telangana,Warangal,Medium,1810.2,65.14,70.25,1750.21,9.57,1728.25,10.326,Medium
Rajasthan,Makrana,Small,1641.99,89.83,61.56,1883.98,8.64,2105.52,15.15,Medium
Andhra Pradesh,Kurnool,Large,4953.92,74.42,82.74,2118.97,7.97,2321.84,20.598,High
Andhra Pradesh,Kurnool,Medium,2472.78,80.14,63.05,2208.98,7.93,1936.15,14.928,Medium
Gujarat,Vadodara,Small,1078.45,96.64,51.41,1475.15,6.68,1930.85,9.882,Medium
Karnataka,Ramanagara,Medium,2581.14,67.04,62.91,1012.55,4.68,2178.5,14.577,Medium
Gujarat,Rajkot,Medium,2139.16,85.98,65.7,2230.98,6.04,2030.66,13.959,Medium
Telangana,Warangal,Medium,2375.15,66.1,56.24,1908.88,3.6,1853.64,4.176,Low
Andhra Pradesh,Guntur,Small,1855.67,80.44,47.59,2239.07,8.18,1452.95,6.167,Low
Andhra Pradesh,Nellore,Small,1155.58,93.08,52.03,1048.03,5.13,1953.61,15.79,Medium
Rajasthan,Makrana,Medium,2445.34,90.84,78.16,2066.19,5.73,2226.09,17.147,High
Andhra Pradesh,Guntur,Small,1507.16,70.55,56.34,1398.28,3.84,1591.59,13.006,Medium
Rajasthan,Jaipur,Medium,2207.72,95.3,69.85,1117.94,6.93,2085.33,17.047,High
Rajasthan,Udaipur,Medium,1898.79,71.8,52.83,1759.72,6.46,2242.1,10.912,Medium
Karnataka,Hassan,Small,1026.52,98.0,57.43,2202.37,8.89,2132.87,14.047,Medium
Tamil Nadu,Krishnagiri,Medium,3310.17,73.85,47.21,1303.59,0.5,2781.43,20.472,High
Gujarat,Bhavnagar,Medium,2238.7,80.66,62.47,1527.78,4.54,1619.45,10.715,Medium
Gujarat,Vadodara,Medium,2478.67,86.4,66.71,2211.71,6.13,1664.2,12.244,Medium
Gujarat,Surat,Small,772.68,58.25,51.98,1192.71,14.78,1334.75,2.142,Low
Tamil Nadu,Dharmapuri,Medium,2889.7,86.73,52.66,1987.56,5.33,2717.71,18.69,High
Andhra Pradesh,Nellore,Small,848.23,79.31,31.41,1668.54,,2131.16,13.488,Medium
Rajasthan,Jodhpur,Large,4935.17,74.77,69.57,1933.77,1.27,2683.39,20.839,High
Gujarat,Bhavnagar,Small,694.87,71.18,40.4,1002.44,8.43,1693.79,5.557,High
Karnataka,Ramanagara,Large,5142.89,72.52,72.66,1291.67,3.5,2191.81,20.809,High
Gujarat,Ahmedabad,Medium,2298.62,72.99,59.32,1106.09,7.55,1717.63,7.971,Low
Telangana,Karimnagar,Large,4166.54,64.72,92.0,2063.08,,1665.54,14.375,Medium
Andhra Pradesh,Ongole,Medium,1770.86,64.51,68.29,2134.13,0.5,2289.55,10.552,Medium
Gujarat,Rajkot,Small,1647.58,48.06,52.41,1280.63,7.35,1510.83,4.632,Low
Karnataka,Chitradurga,Large,4805.97,64.63,92.0,1940.0,9.62,2338.92,20.68,High
Tamil Nadu,Chennai,Small,1265.15,88.74,55.01,1596.66,10.39,2176.58,12.737,Medium
Andhra Pradesh,Kurnool,Small,1613.2,88.61,43.47,1836.11,6.36,2085.11,9.896,Medium
Rajasthan,Jodhpur,Small,1757.58,75.48,45.69,2137.09,7.46,2001.72,12.453,Medium
Karnataka,Chitradurga,Large,5061.95,98.0,92.0,1926.06,9.04,2779.45,24.519,High
Rajasthan,Jodhpur,Medium,3480.32,84.05,44.33,2402.78,8.16,2083.33,11.675,Medium
Karnataka,Chitradurga,Medium,2527.73,81.11,61.89,1465.32,6.6,2585.34,15.93,Medium
Gujarat,Ahmedabad,Medium,2081.28,78.38,67.48,1495.86,9.32,1946.12,12.403,High
Karnataka,Ramanagara,Medium,2941.39,80.04,46.4,2368.04,6.69,2281.89,17.395,High
Tamil Nadu,Krishnagiri,Medium,3678.46,58.68,68.74,1830.86,5.62,2303.63,16.793,High
Rajasthan,Udaipur,Small,795.99,67.65,70.15,2256.42,9.01,1865.55,10.469,Medium
Tamil Nadu,Madurai,Large,6192.12,41.95,70.68,1777.72,8.41,2191.56,17.21,High
Rajasthan,Udaipur,Small,1951.77,57.18,81.93,1625.22,11.41,2259.72,10.911,Medium
Karnataka,Ramanagara,Small,1656.6,90.47,47.92,2153.85,10.01,1996.29,9.891,Medium
Rajasthan,Jaipur,Medium,2371.6,67.8,72.87,2658.13,10.49,2323.52,12.789,Medium
Rajasthan,Udaipur,Medium,2476.91,58.83,29.11,2153.41,5.36,2074.54,8.906,Medium
Gujarat,Surat,Medium,2166.82,78.73,65.94,1329.76,7.59,1733.79,8.236,Medium
Rajasthan,Makrana,Small,1571.81,79.03,71.76,1997.74,7.1,1869.47,13.622,Medium
Andhra Pradesh,Nellore,Small,1555.79,90.75,57.27,1389.93,1.85,2388.65,12.313,Medium
Tamil Nadu,Dharmapuri,Medium,3220.37,93.94,54.55,1641.8,2.73,2310.44,14.648,Medium
Rajasthan,Udaipur,Medium,2768.39,81.02,37.84,1746.62,8.25,2202.75,12.611,Medium
Gujarat,Vadodara,Small,541.93,60.23,65.18,1542.58,9.22,2094.72,4.333,Low
Tamil Nadu,Chennai,Medium,2913.33,98.0,41.47,2275.29,11.18,2288.03,14.288,Medium
Karnataka,Chitradurga,Small,1221.69,82.36,41.16,2434.46,,1863.87,11.414,Medium
Tamil Nadu,Dharmapuri,Small,1816.11,79.28,43.58,1265.98,9.04,2223.44,9.821,Medium
Tamil Nadu,Krishnagiri,Small,2245.87,75.61,61.8,1696.17,7.44,3040.13,18.384,Medium
Karnataka,Bengaluru,Large,4732.16,62.75,85.5,2213.22,4.72,2499.54,21.397,High
Rajasthan,Makrana,Medium,2599.94,65.7,79.53,1656.94,6.69,2280.49,17.782,High
Gujarat,Ahmedabad,Small,1055.63,69.16,50.98,2944.8,0.69,1780.46,4.624,Low
Karnataka,Bengaluru,Medium,2495.23,71.32,69.08,1599.43,6.23,2282.27,19.815,High
Rajasthan,Jodhpur,Large,5119.55,88.36,75.32,,4.17,2190.15,20.922,High
Gujarat,Ahmedabad,Medium,2586.51,74.2,46.21,2182.94,6.66,1552.79,7.247,Low
Telangana,Hyderabad,Large,4619.09,69.39,74.47,1332.79,8.95,2083.01,16.207,High
Gujarat,Rajkot,Small,870.52,81.51,37.18,1220.09,10.51,1819.6,5.302,Low
Telangana,Karimnagar,Large,4498.35,68.53,86.85,1790.31,8.4,1762.15,16.777,High
Andhra Pradesh,Kadapa,Medium,2699.27,58.8,44.97,945.45,13.13,2182.2,8.436,Medium
Karnataka,Hassan,Small,2078.31,74.58,65.62,2017.73,7.4,2578.4,10.599,Medium
Rajasthan,Jodhpur,Medium,2420.53,74.86,76.1,2046.42,2.32,2431.7,19.107,High
Karnataka,Ramanagara,Large,4240.65,80.84,44.16,1290.79,5.55,2611.15,20.269,High
Karnataka,Mysuru,Medium,2689.63,88.4,64.64,1802.8,8.9,2052.61,14.432,Medium
Karnataka,Mysuru,Medium,3757.13,80.78,85.1,1843.91,8.88,2390.68,16.469,High
Tamil Nadu,Dharmapuri,Small,1233.49,77.78,52.85,1541.83,4.07,2679.62,15.878,High
Tamil Nadu,Madurai,Medium,3296.78,74.91,54.94,1028.73,8.44,2358.57,17.453,High
Andhra Pradesh,Kadapa,Small,700.17,84.09,53.2,2281.9,9.5,1688.18,9.784,Medium
Telangana,Karimnagar,Small,1716.54,44.72,57.2,2117.77,4.93,1831.95,7.327,Low
Rajasthan,Udaipur,Medium,2108.99,67.18,44.7,1760.41,6.85,2199.93,15.222,Medium
Andhra Pradesh,Nellore,Large,3592.63,81.43,70.86,1253.77,,2009.08,17.34,High
Rajasthan,Udaipur,Medium,2774.89,73.11,66.92,1880.41,5.43,2428.77,14.1,Medium
Karnataka,Ramanagara,Small,1536.52,65.69,65.06,1884.61,4.5,2364.15,10.54,Medium
Telangana,Nizamabad,Medium,2929.45,72.33,76.93,1731.77,12.34,1519.67,9.091,Medium
Karnataka,Mysuru,Large,5269.79,80.82,71.9,1646.61,1.87,2389.84,25.158,High
Karnataka,Mysuru,Medium,2209.88,75.91,51.23,2198.07,3.84,2427.62,12.154,Medium
Karnataka,Ramanagara,Medium,2941.54,76.68,36.49,2260.02,5.0,1981.5,10.471,Medium
Tamil Nadu,Dharmapuri,Large,5194.3,78.8,64.81,1352.5,8.78,2261.37,19.694,High
Rajasthan,Makrana,Medium,2395.37,60.02,58.8,2261.99,3.14,2402.46,13.988,Medium
Karnataka,Bengaluru,Small,1870.31,69.11,64.68,1449.83,5.34,2617.02,15.706,Medium
Andhra Pradesh,Kadapa,Small,1646.51,86.05,33.13,952.62,9.89,1830.51,8.34,Medium
Andhra Pradesh,Guntur,Large,4487.98,67.31,42.46,2440.8,2.24,2107.11,12.719,Medium
Telangana,Nizamabad,Medium,2453.53,65.13,30.45,2505.22,4.8,1640.32,7.951,Low
Tamil Nadu,Madurai,Small,1534.44,60.33,50.2,1861.71,4.97,2472.33,11.324,Medium
Karnataka,Chitradurga,Medium,2845.63,71.06,45.6,2094.26,7.98,1938.49,7.215,Low
Gujarat,Vadodara,Medium,2164.82,84.97,68.24,1835.84,5.78,1917.78,13.562,Medium
Telangana,Hyderabad,Large,4160.55,80.39,62.22,2407.14,4.17,1869.49,16.748,High
Karnataka,Mysuru,Small,1711.34,63.79,29.01,2276.31,11.24,2090.16,8.078,Medium
Tamil Nadu,Dharmapuri,Medium,2982.13,91.18,70.3,1893.17,4.61,2671.89,19.1,High
Telangana,Karimnagar,Large,4138.06,74.28,66.81,2339.17,8.74,1602.97,13.926,Medium
Tamil Nadu,Chennai,Small,1506.01,55.55,64.11,1384.38,15.03,2391.23,12.001,Medium
Tamil Nadu,Madurai,Small,1792.06,93.89,52.72,2181.55,10.26,2471.65,16.567,High
Gujarat,Bhavnagar,Large,5673.841012094235,66.9,92.0,1593.71,10.95,2019.92,13.263,Medium
Gujarat,Rajkot,Medium,2585.36,68.49,67.5,1926.35,6.09,1499.36,7.541,Low
Andhra Pradesh,Kurnool,Medium,2162.65,70.96,38.99,2248.25,7.83,1644.26,5.752,Low
Tamil Nadu,Salem,Medium,3472.31,83.3,52.31,632.87,6.6,2351.55,13.125,Medium
Telangana,Karimnagar,Small,620.21,50.94,47.86,1628.65,8.42,1893.22,3.714,Low
Tamil Nadu,Chennai,Large,5226.09,75.88,42.74,1101.89,4.18,2453.74,18.174,High
Tamil Nadu,Salem,Small,1524.08,66.28,61.03,950.9,9.96,2716.56,15.634,Medium
Andhra Pradesh,Kurnool,Small,1279.71,89.45,64.14,1428.61,6.5,2115.5,10.073,Medium
Telangana,Khammam,Small,1126.67,66.8,76.7,2117.56,8.88,2367.95,9.017,Medium
Telangana,Karimnagar,Small,1139.21,70.52,25.55,1595.56,9.53,1543.18,1.5,Low
Karnataka,Bengaluru,Large,4596.82,88.59,47.36,1590.84,7.71,2392.69,20.692,High
Andhra Pradesh,Kurnool,Medium,2336.65,81.48,49.31,1372.12,6.45,1541.62,14.658,Medium
Rajasthan,Jaipur,Large,4725.96,73.28,90.33,1997.83,6.7,2420.52,23.102,High
Gujarat,Ahmedabad,Medium,2115.22,83.73,72.19,1853.31,7.4,1812.62,13.376,Medium
Telangana,Karimnagar,Medium,2420.61,65.81,37.62,1622.0,5.67,1632.63,9.528,Medium
Karnataka,Mysuru,Medium,3503.3,84.9,66.6,2001.39,5.19,2238.55,20.187,High
Telangana,Hyderabad,Large,3858.12,76.51,79.82,1802.15,3.42,2107.88,17.101,High
Tamil Nadu,Madurai,Medium,2953.58,63.54,58.95,1864.15,2.85,2654.08,12.734,Medium
Rajasthan,Jaipur,Small,2691.82,46.87,72.66,2687.13,2.89,2341.63,12.064,Medium
Tamil Nadu,Krishnagiri,Small,1618.48,71.29,20.0,1544.66,11.4,2338.89,8.021,Medium
Gujarat,Vadodara,Small,1488.87,63.12,21.85,1795.67,8.01,1198.14,2.469,Low
Rajasthan,Jaipur,Medium,3064.01,70.69,63.43,1515.21,8.3,2210.54,16.627,High
Telangana,Nizamabad,Large,5033.08,79.47,48.27,2539.64,6.5,1813.07,14.441,Low
Gujarat,Surat,Small,856.98,45.17,67.85,1877.21,5.26,1730.3,1.5,Low
Tamil Nadu,Salem,Small,1342.93,65.84,31.27,1022.83,5.85,2335.04,8.323,Medium
Rajasthan,Kishangarh,Small,1075.18,72.21,57.19,1686.68,8.45,1758.15,10.126,Medium
Tamil Nadu,Madurai,Medium,2981.84,73.18,62.3,1281.9,1.57,2592.53,20.74,High
Karnataka,Hassan,Small,1226.02,80.56,83.2,1177.82,8.96,2279.88,14.207,Medium
Rajasthan,Jodhpur,Small,999.34,83.72,45.23,2235.44,7.67,2183.35,9.923,Medium
Telangana,Warangal,Small,855.42,67.95,76.39,1975.34,4.35,2033.27,11.703,Medium
Andhra Pradesh,Kadapa,Medium,2748.33,70.72,69.47,2289.39,2.49,2254.56,14.116,Medium
Andhra Pradesh,Guntur,Medium,2391.28,66.22,42.84,1523.41,5.85,1946.97,12.445,Medium
Karnataka,Bengaluru,Medium,3258.13,80.82,50.86,1806.07,6.29,1769.27,14.887,Medium
Andhra Pradesh,Nellore,Small,971.95,71.67,74.68,1371.24,,2092.27,11.094,Medium
Andhra Pradesh,Guntur,Medium,2535.05,59.67,58.14,2036.2,0.5,2357.94,10.339,Medium
Telangana,Nizamabad,Small,1023.56,52.3,46.37,1920.89,10.26,1760.91,1.5,Low
Gujarat,Vadodara,Small,1187.35,62.98,73.15,1925.0,6.67,1778.18,5.926,Low
Gujarat,Vadodara,Medium,2110.18,67.87,65.98,2127.73,6.6,1753.45,12.363,Medium
Karnataka,Bengaluru,Small,2192.79,88.04,42.15,1235.99,9.27,2065.4,17.079,High
Rajasthan,Kishangarh,Medium,3179.95,71.65,45.58,2808.31,8.35,2045.99,10.679,Medium
Telangana,Warangal,Small,1238.76,75.78,56.29,2343.49,7.31,1710.29,9.475,Medium
Karnataka,Hassan,Small,1853.8,77.23,53.64,1329.8,6.6,2586.82,15.153,Medium
Andhra Pradesh,Nellore,Large,4778.94,92.41,77.32,2506.77,2.26,2190.46,20.011,High
Karnataka,Hassan,Medium,3416.8,77.7,69.27,2152.61,6.57,2443.81,15.316,Medium
Telangana,Khammam,Medium,2152.81,72.47,81.96,2448.67,4.65,1923.18,13.524,Medium
Telangana,Khammam,Large,4111.06,72.87,60.16,2005.27,4.31,1794.6,12.234,Medium
Rajasthan,Kishangarh,Medium,3320.53,58.48,92.0,2218.35,0.74,2662.81,22.986,High
Tamil Nadu,Madurai,Medium,2644.65,93.78,79.05,1093.24,4.63,2595.65,23.136,High
Rajasthan,Kishangarh,Medium,2706.95,85.16,62.63,1631.93,6.04,2142.65,18.586,High
Telangana,Hyderabad,Small,1488.34,71.12,51.14,2646.2,7.37,1704.38,5.634,Low
Andhra Pradesh,Kadapa,Small,1743.49,91.13,67.3,1898.62,7.49,2005.35,15.096,Medium
Tamil Nadu,Madurai,Medium,2364.12,77.73,32.57,723.52,5.67,2259.84,17.562,High
Tamil Nadu,Salem,Small,1327.11,65.49,56.55,1867.07,6.25,2235.13,13.023,Medium
Andhra Pradesh,Nellore,Small,726.0,84.84,75.54,1569.03,8.14,2113.12,8.816,Medium
